Target Distance:50, Step size:1
45: (x,y)=(-1.81115,-5.30224)
46: (x,y)=(-3.79168,-5.58058)
47: (x,y)=(-5.78894,-5.68525)
48: (x,y)=(-5.82385,-3.68556)
49: (x,y)=(-4.31443,-4.99768)
50: (x,y)=(-3.37549,-3.23178)
51: (x,y)=(-4.63413,-4.78607)
52: (x,y)=(-3.57429,-6.48217)
53: (x,y)=(-5.54967,-6.1693)
54: (x,y)=(-6.13441,-4.25669)
55: (x,y)=(-4.98726,-5.895)
56: (x,y)=(-3.27292,-4.86492)
57: (x,y)=(-5.22166,-4.41502)
58: (x,y)=(-3.83234,-2.97634)
59: (x,y)=(-3.45073,-4.93959)
60: (x,y)=(-4.10186,-3.04855)
61: (x,y)=(-6.10156,-3.08346)
62: (x,y)=(-7.58785,-4.42172)
63: (x,y)=(-9.14214,-5.68036)
64: (x,y)=(-8.4254,-7.54752)
65: (x,y)=(-7.19408,-9.12354)
66: (x,y)=(-7.67792,-11.0641)
67: (x,y)=(-8.42714,-12.9185)
68: (x,y)=(-6.43201,-13.058)
69: (x,y)=(-5.58677,-11.2454)
70: (x,y)=(-6.89889,-9.73598)
71: (x,y)=(-6.21485,-11.6154)
72: (x,y)=(-6.96406,-9.761)
73: (x,y)=(-8.95645,-9.58669)
74: (x,y)=(-8.20724,-7.73232)
75: (x,y)=(-6.60997,-8.93595)
76: (x,y)=(-5.49158,-7.27787)
77: (x,y)=(-4.49158,-5.54582)
78: (x,y)=(-6.20592,-6.5759)
79: (x,y)=(-8.18129,-6.26303)
80: (x,y)=(-8.6312,-4.31429)
81: (x,y)=(-8.14735,-6.25488)
82: (x,y)=(-8.96083,-8.08197)
83: (x,y)=(-8.57921,-10.0452)
84: (x,y)=(-10.5716,-10.2195)
85: (x,y)=(-9.01731,-11.4782)
86: (x,y)=(-9.86254,-13.2908)
87: (x,y)=(-10.4806,-15.1929)
88: (x,y)=(-10.9644,-13.2523)
89: (x,y)=(-9.00117,-12.8707)
90: (x,y)=(-9.00117,-14.8707)
91: (x,y)=(-8.06222,-16.6366)
92: (x,y)=(-6.46495,-15.433)
93: (x,y)=(-8.30596,-14.6515)
94: (x,y)=(-9.3658,-12.9554)
95: (x,y)=(-10.5971,-11.3794)
96: (x,y)=(-9.3658,-9.80336)
97: (x,y)=(-7.38526,-10.0817)
98: (x,y)=(-6.47728,-8.2997)
99: (x,y)=(-5.01458,-6.9357)
100: (x,y)=(-5.85981,-5.12308)
101: (x,y)=(-3.90352,-4.70726)
102: (x,y)=(-5.65276,-3.73764)
103: (x,y)=(-3.67738,-4.05051)
104: (x,y)=(-3.19354,-5.9911)
105: (x,y)=(-5.19354,-5.9911)
106: (x,y)=(-6.65624,-4.6271)
107: (x,y)=(-7.59519,-2.86121)
108: (x,y)=(-9.55148,-2.44539)
109: (x,y)=(-11.1488,-3.64902)
110: (x,y)=(-13.0398,-4.30015)
111: (x,y)=(-12.7961,-2.31506)
112: (x,y)=(-14.5453,-1.34544)
113: (x,y)=(-12.7477,-0.468698)
114: (x,y)=(-10.8252,-1.01997)
115: (x,y)=(-9.51306,-2.52939)
116: (x,y)=(-11.1711,-3.64778)
117: (x,y)=(-10.9274,-1.66269)
118: (x,y)=(-9.26932,-2.78107)
119: (x,y)=(-11.0964,-3.59454)
120: (x,y)=(-9.26932,-2.78107)
121: (x,y)=(-7.27693,-2.95538)
122: (x,y)=(-6.86111,-4.91168)
123: (x,y)=(-6.75644,-6.90894)
124: (x,y)=(-6.40914,-8.87855)
125: (x,y)=(-7.22261,-7.05146)
126: (x,y)=(-9.08978,-6.33473)
127: (x,y)=(-10.4538,-4.87202)
128: (x,y)=(-12.4535,-4.90692)
129: (x,y)=(-14.0078,-6.16556)
130: (x,y)=(-15.5398,-4.87999)
131: (x,y)=(-17.407,-4.16325)
132: (x,y)=(-18.4371,-5.87759)
133: (x,y)=(-17.6236,-7.70468)
134: (x,y)=(-19.6224,-7.77448)
135: (x,y)=(-20.7695,-6.13617)
136: (x,y)=(-22.1838,-7.55039)
137: (x,y)=(-24.181,-7.44572)
138: (x,y)=(-24.7323,-9.36824)
139: (x,y)=(-26.5449,-8.523)
140: (x,y)=(-28.3108,-9.46195)
141: (x,y)=(-27.1924,-7.80387)
142: (x,y)=(-27.1924,-9.80387)
143: (x,y)=(-29.0835,-10.455)
144: (x,y)=(-27.3014,-9.54703)
145: (x,y)=(-27.3363,-7.54733)
146: (x,y)=(-27.3363,-5.54733)
147: (x,y)=(-25.5871,-6.51695)
148: (x,y)=(-25.1033,-8.45754)
149: (x,y)=(-24.1953,-6.67553)
150: (x,y)=(-26.1707,-6.9884)
151: (x,y)=(-27.848,-5.89912)
152: (x,y)=(-28.2638,-3.94282)
153: (x,y)=(-30.131,-3.22609)
154: (x,y)=(-31.1006,-4.97533)
155: (x,y)=(-29.5463,-3.71669)
156: (x,y)=(-30.7219,-2.09865)
157: (x,y)=(-29.4632,-3.65294)
158: (x,y)=(-31.3951,-4.17058)
159: (x,y)=(-33.3357,-4.65443)
160: (x,y)=(-31.3603,-4.96729)
161: (x,y)=(-31.3952,-2.9676)
162: (x,y)=(-32.6808,-4.49969)
163: (x,y)=(-34.6808,-4.49969)
164: (x,y)=(-33.3687,-2.99027)
165: (x,y)=(-31.3836,-2.74653)
166: (x,y)=(-29.3985,-2.50279)
167: (x,y)=(-31.3982,-2.5377)
168: (x,y)=(-30.0342,-4.0004)
169: (x,y)=(-28.0491,-3.75667)
170: (x,y)=(-26.2365,-2.91143)
171: (x,y)=(-25.2365,-1.17938)
172: (x,y)=(-26.8337,0.0242521)
173: (x,y)=(-26.4521,-1.939)
174: (x,y)=(-24.9658,-0.600741)
175: (x,y)=(-26.7151,0.368878)
176: (x,y)=(-24.72,0.508391)
177: (x,y)=(-24.4416,-1.47214)
178: (x,y)=(-23.183,-3.02644)
179: (x,y)=(-23.5646,-4.98969)
180: (x,y)=(-25.1189,-6.24833)
181: (x,y)=(-23.4415,-7.33761)
182: (x,y)=(-23.581,-9.33274)
183: (x,y)=(-25.1783,-8.12911)
184: (x,y)=(-24.627,-6.20658)
185: (x,y)=(-26.6222,-6.3461)
186: (x,y)=(-25.208,-7.76031)
187: (x,y)=(-24.4587,-5.90594)
188: (x,y)=(-25.208,-7.76031)
189: (x,y)=(-24.7581,-5.81157)
190: (x,y)=(-23.6397,-7.46965)
191: (x,y)=(-21.6643,-7.78252)
192: (x,y)=(-19.7324,-8.30015)
193: (x,y)=(-20.8217,-6.62281)
194: (x,y)=(-21.4729,-4.73178)
195: (x,y)=(-19.6185,-5.48099)
196: (x,y)=(-20.3677,-7.33536)
197: (x,y)=(-22.324,-7.75118)
198: (x,y)=(-20.3834,-8.23502)
199: (x,y)=(-20.2787,-6.23776)
200: (x,y)=(-18.6607,-7.41333)
201: (x,y)=(-19.5059,-9.22595)
202: (x,y)=(-21.4378,-9.74359)
203: (x,y)=(-20.5298,-7.96158)
204: (x,y)=(-20.8082,-9.94211)
205: (x,y)=(-19.6326,-11.5601)
206: (x,y)=(-18.3205,-10.0507)
207: (x,y)=(-16.4294,-9.39959)
208: (x,y)=(-17.4893,-7.70349)
209: (x,y)=(-16.0266,-6.3395)
210: (x,y)=(-16.0266,-4.3395)
211: (x,y)=(-16.7758,-6.19386)
212: (x,y)=(-18.3079,-4.90829)
213: (x,y)=(-16.8216,-3.57003)
214: (x,y)=(-17.94,-1.91195)
215: (x,y)=(-16.1129,-2.72543)
216: (x,y)=(-17.26,-1.08712)
217: (x,y)=(-16.8101,0.861618)
218: (x,y)=(-14.8876,0.310343)
219: (x,y)=(-12.9557,0.827981)
220: (x,y)=(-14.9448,1.03704)
221: (x,y)=(-13.0427,1.65507)
222: (x,y)=(-12.2935,3.50944)
223: (x,y)=(-10.3447,3.05954)
224: (x,y)=(-10.692,5.02915)
225: (x,y)=(-11.692,6.7612)
226: (x,y)=(-10.328,5.2985)
227: (x,y)=(-8.40549,5.84977)
228: (x,y)=(-6.65625,6.81939)
229: (x,y)=(-6.30896,4.84978)
230: (x,y)=(-4.63162,3.7605)
231: (x,y)=(-6.56347,3.24286)
232: (x,y)=(-8.53308,3.59016)
233: (x,y)=(-6.56983,3.97177)
234: (x,y)=(-6.11993,5.92051)
235: (x,y)=(-4.86129,4.36622)
236: (x,y)=(-3.89167,6.11546)
237: (x,y)=(-4.27329,8.07872)
238: (x,y)=(-2.49127,7.17073)
239: (x,y)=(-1.10196,5.73205)
240: (x,y)=(-3.08249,6.0104)
241: (x,y)=(-4.22965,4.3721)
242: (x,y)=(-2.41703,3.52686)
243: (x,y)=(-0.418248,3.59666)
244: (x,y)=(-1.83246,5.01087)
245: (x,y)=(-0.118127,3.9808)
246: (x,y)=(-0.430996,2.00542)
247: (x,y)=(-1.86968,0.616103)
248: (x,y)=(-3.12832,-0.938189)
249: (x,y)=(-4.59102,-2.30219)
250: (x,y)=(-6.20906,-3.47776)
251: (x,y)=(-7.49463,-1.94567)
252: (x,y)=(-7.66894,0.0467224)
253: (x,y)=(-9.65404,0.290461)
254: (x,y)=(-7.81303,-0.491001)
255: (x,y)=(-6.28094,0.794574)
256: (x,y)=(-4.3004,1.07292)
257: (x,y)=(-5.9965,0.0130818)
258: (x,y)=(-4.60718,-1.4256)
259: (x,y)=(-3.26892,-2.91189)
260: (x,y)=(-1.29354,-3.22476)
261: (x,y)=(-3.07556,-4.13274)
262: (x,y)=(-1.08651,-3.92368)
263: (x,y)=(-2.31784,-5.4997)
264: (x,y)=(-3.70715,-6.93838)
265: (x,y)=(-5.64774,-7.42223)
266: (x,y)=(-6.7949,-5.78392)
267: (x,y)=(-7.21072,-3.82763)
268: (x,y)=(-6.96698,-1.84253)
269: (x,y)=(-8.74899,-0.934553)
270: (x,y)=(-8.29909,1.01419)
271: (x,y)=(-10.1117,0.168951)
272: (x,y)=(-9.86797,2.15404)
273: (x,y)=(-9.35033,0.222191)
274: (x,y)=(-11.3199,-0.125105)
275: (x,y)=(-12.9172,-1.32873)
276: (x,y)=(-14.4715,-2.58738)
277: (x,y)=(-13.0573,-4.00159)
278: (x,y)=(-11.826,-5.57761)
279: (x,y)=(-12.4771,-3.68657)
280: (x,y)=(-13.6807,-2.0893)
281: (x,y)=(-14.2655,-4.00191)
282: (x,y)=(-15.9798,-5.03199)
283: (x,y)=(-17.3438,-6.4947)
284: (x,y)=(-19.2663,-5.94342)
285: (x,y)=(-17.6483,-4.76785)
286: (x,y)=(-16.0723,-3.53653)
287: (x,y)=(-14.841,-1.96051)
288: (x,y)=(-15.9593,-3.61858)
289: (x,y)=(-17.9484,-3.40952)
290: (x,y)=(-16.0259,-2.85825)
291: (x,y)=(-15.4078,-0.956136)
292: (x,y)=(-14.3186,-2.63348)
293: (x,y)=(-14.7002,-0.670223)
294: (x,y)=(-12.9858,0.359853)
295: (x,y)=(-11.0053,0.0815067)
296: (x,y)=(-10.0053,-1.65054)
297: (x,y)=(-10.4552,-3.59928)
298: (x,y)=(-9.73847,-1.73212)
299: (x,y)=(-9.70356,0.267572)
300: (x,y)=(-8.85833,2.08019)
301: (x,y)=(-7.14399,3.11026)
302: (x,y)=(-7.10909,5.10996)
303: (x,y)=(-5.11396,4.97045)
304: (x,y)=(-5.07905,2.97075)
305: (x,y)=(-3.9319,1.33245)
306: (x,y)=(-3.9319,-0.667553)
307: (x,y)=(-2.18266,0.302066)
308: (x,y)=(-0.197569,0.0583272)
309: (x,y)=(1.62952,0.871801)
310: (x,y)=(1.35118,2.85234)
311: (x,y)=(3.32655,3.16521)
312: (x,y)=(5.26714,3.64905)
313: (x,y)=(3.66987,4.85268)
314: (x,y)=(3.49556,2.86029)
315: (x,y)=(5.45882,3.24191)
316: (x,y)=(5.35414,5.23917)
317: (x,y)=(7.20851,4.48995)
318: (x,y)=(6.62377,6.40256)
319: (x,y)=(8.6043,6.68091)
320: (x,y)=(10.5894,6.43717)
321: (x,y)=(9.38577,8.03444)
322: (x,y)=(11.1678,8.94242)
323: (x,y)=(9.20453,9.32404)
324: (x,y)=(11.2018,9.21937)
325: (x,y)=(10.2938,7.43736)
326: (x,y)=(8.32419,7.78465)
327: (x,y)=(8.63706,9.76003)
328: (x,y)=(9.54504,7.97802)
329: (x,y)=(11.5256,8.25636)
330: (x,y)=(12.0094,10.197)
331: (x,y)=(11.0094,11.929)
332: (x,y)=(11.9484,13.6949)
333: (x,y)=(10.0462,13.0769)
334: (x,y)=(11.8873,12.2954)
335: (x,y)=(12.2689,14.2587)
336: (x,y)=(10.2716,14.154)
337: (x,y)=(11.39,15.8121)
338: (x,y)=(10.0007,17.2507)
339: (x,y)=(9.96578,15.251)
340: (x,y)=(10.0356,17.2498)
341: (x,y)=(12.0161,17.5282)
342: (x,y)=(12.9857,19.2774)
343: (x,y)=(14.7833,20.1542)
344: (x,y)=(13.8753,18.3721)
345: (x,y)=(13.2906,16.4595)
346: (x,y)=(15.1927,17.0776)
347: (x,y)=(13.3951,17.9543)
348: (x,y)=(13.4998,15.957)
349: (x,y)=(11.5193,15.6787)
350: (x,y)=(10.5193,13.9467)
351: (x,y)=(12.5116,13.7723)
352: (x,y)=(13.4506,15.5382)
353: (x,y)=(11.4655,15.782)
354: (x,y)=(12.6968,14.206)
355: (x,y)=(14.2941,13.0023)
356: (x,y)=(12.4147,12.3183)
357: (x,y)=(14.3952,12.5966)
358: (x,y)=(15.9495,13.8553)
359: (x,y)=(16.1586,15.8443)
360: (x,y)=(15.9843,13.8519)
361: (x,y)=(17.1027,12.1938)
362: (x,y)=(18.6787,10.9625)
363: (x,y)=(18.7834,8.96527)
364: (x,y)=(19.0271,10.9504)
365: (x,y)=(17.2295,10.0736)
366: (x,y)=(17.1946,8.07392)
367: (x,y)=(15.5365,6.95554)
368: (x,y)=(14.9518,8.86815)
369: (x,y)=(16.9515,8.90305)
370: (x,y)=(15.9515,10.6351)
371: (x,y)=(15.5357,8.67881)
372: (x,y)=(17.4675,8.16117)
373: (x,y)=(17.6766,6.17212)
374: (x,y)=(17.5371,8.16725)
375: (x,y)=(19.2332,7.10741)
376: (x,y)=(17.2699,6.7258)
377: (x,y)=(15.3905,7.40984)
378: (x,y)=(13.4273,7.02822)
379: (x,y)=(11.678,7.99784)
380: (x,y)=(13.2101,6.71226)
381: (x,y)=(14.4414,5.13624)
382: (x,y)=(16.4338,5.31055)
383: (x,y)=(14.5667,6.02729)
384: (x,y)=(13.9486,4.12517)
385: (x,y)=(15.0085,5.82127)
386: (x,y)=(14.227,7.66228)
387: (x,y)=(12.863,9.12499)
388: (x,y)=(11.2657,7.92136)
389: (x,y)=(13.1329,8.63809)
390: (x,y)=(11.4748,7.51971)
391: (x,y)=(12.7869,9.02913)
392: (x,y)=(14.7842,9.1338)
393: (x,y)=(12.9048,8.44976)
394: (x,y)=(13.4561,6.52724)
395: (x,y)=(11.4564,6.49233)
396: (x,y)=(12.3644,8.27434)
397: (x,y)=(10.7671,9.47797)
398: (x,y)=(11.0108,7.49288)
399: (x,y)=(9.39281,6.31731)
400: (x,y)=(8.51606,8.1149)
401: (x,y)=(6.98397,6.82932)
402: (x,y)=(5.42968,5.57068)
403: (x,y)=(5.08239,3.60107)
404: (x,y)=(3.38629,2.54123)
405: (x,y)=(3.00467,0.577975)
406: (x,y)=(4.89571,-0.0731616)
407: (x,y)=(4.79104,1.9241)
408: (x,y)=(5.06938,3.90463)
409: (x,y)=(3.17835,3.2535)
410: (x,y)=(2.00278,4.87153)
411: (x,y)=(0.470687,6.15711)
412: (x,y)=(-1.20665,7.24638)
413: (x,y)=(-2.84496,8.39354)
414: (x,y)=(-3.529,6.51415)
415: (x,y)=(-1.55938,6.86145)
416: (x,y)=(-3.21746,7.97983)
417: (x,y)=(-4.87553,6.86145)
418: (x,y)=(-6.85091,7.17432)
419: (x,y)=(-8.60015,6.2047)
420: (x,y)=(-6.78753,5.35946)
421: (x,y)=(-4.807,5.08112)
422: (x,y)=(-2.82646,5.35946)
423: (x,y)=(-2.44484,7.32272)
424: (x,y)=(-4.32423,8.00676)
425: (x,y)=(-6.20361,7.32272)
426: (x,y)=(-7.37918,5.70468)
427: (x,y)=(-7.17013,7.69373)
428: (x,y)=(-7.82126,5.80269)
429: (x,y)=(-8.5053,3.9233)
430: (x,y)=(-9.47492,2.17406)
431: (x,y)=(-7.48983,2.4178)
432: (x,y)=(-5.69224,3.29455)
433: (x,y)=(-5.65734,5.29424)
434: (x,y)=(-6.10724,7.24298)
435: (x,y)=(-6.14215,9.24268)
436: (x,y)=(-7.37347,10.8187)
437: (x,y)=(-6.11483,9.26441)
438: (x,y)=(-4.65212,10.6284)
439: (x,y)=(-2.67158,10.9067)
440: (x,y)=(-2.77626,8.90949)
441: (x,y)=(-1.60069,7.29146)
442: (x,y)=(-1.80974,5.30241)
443: (x,y)=(-2.77936,7.05165)
444: (x,y)=(-1.20334,5.82033)
445: (x,y)=(0.562555,6.75927)
446: (x,y)=(-0.218907,4.91826)
447: (x,y)=(-1.87698,3.79988)
448: (x,y)=(-3.84024,4.18149)
449: (x,y)=(-1.85514,4.42523)
450: (x,y)=(-3.84024,4.18149)
451: (x,y)=(-2.81016,2.46716)
452: (x,y)=(-2.84507,4.46685)
453: (x,y)=(-4.82044,4.77972)
454: (x,y)=(-3.5618,6.33402)
455: (x,y)=(-1.63928,6.88529)
456: (x,y)=(-0.731297,8.6673)
457: (x,y)=(0.387089,10.3254)
458: (x,y)=(0.836991,12.2741)
459: (x,y)=(-0.73903,13.5054)
460: (x,y)=(-1.9146,15.1235)
461: (x,y)=(-3.20018,13.5914)
462: (x,y)=(-3.65008,11.6426)
463: (x,y)=(-2.99894,9.75161)
464: (x,y)=(-4.69504,10.8114)
465: (x,y)=(-3.0177,11.9007)
466: (x,y)=(-4.94022,11.3495)
467: (x,y)=(-6.83126,10.6983)
468: (x,y)=(-8.54559,11.7284)
469: (x,y)=(-10.4774,11.2108)
470: (x,y)=(-11.653,12.8288)
471: (x,y)=(-13.271,14.0044)
472: (x,y)=(-14.9291,15.1227)
473: (x,y)=(-13.4428,16.461)
474: (x,y)=(-11.4538,16.6701)
475: (x,y)=(-9.54118,17.2548)
476: (x,y)=(-8.54118,15.5228)
477: (x,y)=(-8.85405,17.4981)
478: (x,y)=(-10.7766,16.9469)
479: (x,y)=(-10.4637,18.9222)
480: (x,y)=(-12.2296,19.8612)
481: (x,y)=(-13.6923,18.4972)
482: (x,y)=(-15.155,17.1332)
483: (x,y)=(-14.6037,19.0557)
484: (x,y)=(-12.9857,20.2313)
485: (x,y)=(-14.0455,18.5352)
486: (x,y)=(-14.7948,20.3895)
487: (x,y)=(-16.0803,21.9216)
488: (x,y)=(-16.5302,19.9729)
489: (x,y)=(-17.9444,18.5587)
490: (x,y)=(-19.1481,20.156)
491: (x,y)=(-17.49,21.2743)
492: (x,y)=(-19.4533,21.656)
493: (x,y)=(-18.0146,20.2666)
494: (x,y)=(-18.3274,18.2913)
495: (x,y)=(-17.1803,19.9296)
496: (x,y)=(-19.1654,19.6858)
497: (x,y)=(-19.4783,21.6612)
498: (x,y)=(-20.4172,19.8953)
499: (x,y)=(-22.4145,19.7906)
500: (x,y)=(-22.7618,17.821)
501: (x,y)=(-23.3798,15.9189)
502: (x,y)=(-23.3449,13.9192)
503: (x,y)=(-23.8962,11.9967)
504: (x,y)=(-23.0194,10.1991)
505: (x,y)=(-21.8438,11.8171)
506: (x,y)=(-23.5019,10.6988)
507: (x,y)=(-21.5129,10.4897)
508: (x,y)=(-23.5117,10.5595)
509: (x,y)=(-22.1477,9.09679)
510: (x,y)=(-23.786,10.2439)
511: (x,y)=(-23.0045,12.0849)
512: (x,y)=(-21.6662,13.5712)
513: (x,y)=(-23.665,13.5014)
514: (x,y)=(-22.3529,15.0109)
515: (x,y)=(-24.348,15.1504)
516: (x,y)=(-23.1444,13.5531)
517: (x,y)=(-22.2364,15.3351)
518: (x,y)=(-24.1158,16.0192)
519: (x,y)=(-22.7265,17.4578)
520: (x,y)=(-21.4409,15.9257)
521: (x,y)=(-21.1626,17.9063)
522: (x,y)=(-19.3355,18.7198)
523: (x,y)=(-18.2756,20.4159)
524: (x,y)=(-18.6229,22.3855)
525: (x,y)=(-20.6226,22.4204)
526: (x,y)=(-19.9059,24.2875)
527: (x,y)=(-21.7853,24.9716)
528: (x,y)=(-19.8832,24.3535)
529: (x,y)=(-18.0561,23.5401)
530: (x,y)=(-16.0564,23.575)
531: (x,y)=(-15.3072,21.7206)
532: (x,y)=(-13.44,22.4373)
533: (x,y)=(-14.6713,20.8613)
534: (x,y)=(-12.7395,21.379)
535: (x,y)=(-14.6801,20.8951)
536: (x,y)=(-12.8129,21.6118)
537: (x,y)=(-13.3642,19.6893)
538: (x,y)=(-11.3654,19.7591)
539: (x,y)=(-12.8517,21.0974)
540: (x,y)=(-10.9607,21.7485)
541: (x,y)=(-10.1792,23.5895)
542: (x,y)=(-8.2386,24.0734)
543: (x,y)=(-6.24956,24.2824)
544: (x,y)=(-5.34158,22.5004)
545: (x,y)=(-4.92575,20.5441)
546: (x,y)=(-6.87449,20.994)
547: (x,y)=(-6.19045,22.8734)
548: (x,y)=(-6.12065,20.8746)
549: (x,y)=(-4.29356,21.6881)
550: (x,y)=(-2.38095,22.2728)
551: (x,y)=(-4.30348,21.7216)
552: (x,y)=(-3.52201,19.8806)
553: (x,y)=(-3.03817,21.8212)
554: (x,y)=(-4.47685,23.2105)
555: (x,y)=(-3.47685,24.9425)
556: (x,y)=(-2.19127,23.4104)
557: (x,y)=(-0.300238,24.0616)
558: (x,y)=(0.985338,25.5937)
559: (x,y)=(0.0463944,27.3596)
560: (x,y)=(-1.61168,26.2412)
561: (x,y)=(-0.7037,28.0232)
562: (x,y)=(1.296,28.0581)
563: (x,y)=(2.14123,26.2455)
564: (x,y)=(3.85557,27.2755)
565: (x,y)=(4.73231,29.0731)
566: (x,y)=(2.8197,28.4884)
567: (x,y)=(2.20167,26.5863)
568: (x,y)=(0.43577,27.5252)
569: (x,y)=(-1.53961,27.8381)
570: (x,y)=(-0.392453,26.1998)
571: (x,y)=(0.725932,27.8579)
572: (x,y)=(-1.15345,28.5419)
573: (x,y)=(0.737584,29.193)
574: (x,y)=(0.946641,27.204)
575: (x,y)=(-0.932744,27.888)
576: (x,y)=(1.03687,28.2353)
577: (x,y)=(-0.775744,27.3901)
578: (x,y)=(0.686963,28.7541)
579: (x,y)=(-1.11062,27.8773)
580: (x,y)=(0.0649457,26.2593)
581: (x,y)=(1.61924,25.0007)
582: (x,y)=(1.79355,26.9931)
583: (x,y)=(3.79081,27.0977)
584: (x,y)=(5.64518,27.8469)
585: (x,y)=(5.61027,25.8472)
586: (x,y)=(3.61514,25.9868)
587: (x,y)=(1.83313,26.8947)
588: (x,y)=(3.52923,27.9546)
589: (x,y)=(1.83313,26.8947)
590: (x,y)=(2.3844,28.8173)
591: (x,y)=(0.921697,27.4533)
592: (x,y)=(0.0137163,25.6713)
593: (x,y)=(1.70981,26.7311)
594: (x,y)=(1.70981,28.7311)
595: (x,y)=(0.0324713,27.6418)
596: (x,y)=(-0.552272,29.5544)
597: (x,y)=(-2.10656,28.2958)
598: (x,y)=(-0.988178,29.9539)
599: (x,y)=(-0.47054,31.8857)
600: (x,y)=(-2.04656,30.6544)
601: (x,y)=(-1.04656,32.3864)
602: (x,y)=(-0.107618,30.6205)
603: (x,y)=(1.68997,29.7438)
604: (x,y)=(-0.258771,29.2939)
605: (x,y)=(-0.467827,27.3049)
606: (x,y)=(-2.41657,26.855)
607: (x,y)=(-4.22918,27.7002)
608: (x,y)=(-5.10593,25.9026)
609: (x,y)=(-3.59651,24.5905)
610: (x,y)=(-4.47325,22.7929)
611: (x,y)=(-6.44286,22.4456)
612: (x,y)=(-4.53025,23.0303)
613: (x,y)=(-5.53025,21.2983)
614: (x,y)=(-5.91187,19.335)
615: (x,y)=(-5.19514,21.2022)
616: (x,y)=(-7.19392,21.272)
617: (x,y)=(-5.27139,21.8233)
618: (x,y)=(-6.75768,20.485)
619: (x,y)=(-5.2256,19.1994)
620: (x,y)=(-5.12092,17.2022)
621: (x,y)=(-6.58363,15.8382)
622: (x,y)=(-8.06992,14.4999)
623: (x,y)=(-9.40818,15.9862)
624: (x,y)=(-9.47798,13.9874)
625: (x,y)=(-10.6251,12.3491)
626: (x,y)=(-12.1572,13.6347)
627: (x,y)=(-10.2254,13.1171)
628: (x,y)=(-8.22568,13.152)
629: (x,y)=(-9.1953,11.4027)
630: (x,y)=(-10.8534,12.5211)
631: (x,y)=(-11.6348,14.3621)
632: (x,y)=(-12.782,12.7238)
633: (x,y)=(-14.4203,13.871)
634: (x,y)=(-14.3854,11.8713)
635: (x,y)=(-12.7273,12.9897)
636: (x,y)=(-10.7641,12.608)
637: (x,y)=(-8.90969,11.8588)
638: (x,y)=(-7.59757,10.3494)
639: (x,y)=(-6.18336,11.7636)
640: (x,y)=(-4.21374,11.4163)
641: (x,y)=(-3.93539,9.43579)
642: (x,y)=(-2.5714,7.97308)
643: (x,y)=(-2.53649,5.97339)
644: (x,y)=(-1.14718,7.41207)
645: (x,y)=(0.164942,5.90265)
646: (x,y)=(0.881678,4.03549)
647: (x,y)=(2.41377,2.74991)
648: (x,y)=(1.6323,4.59092)
649: (x,y)=(2.18358,6.51345)
650: (x,y)=(3.64629,7.87744)
651: (x,y)=(3.06154,9.79005)
652: (x,y)=(1.40347,10.9084)
653: (x,y)=(2.86618,12.2724)
654: (x,y)=(3.51731,14.1635)
655: (x,y)=(5.15562,13.0163)
656: (x,y)=(4.9813,11.0239)
657: (x,y)=(6.5356,9.76529)
658: (x,y)=(7.87386,11.2516)
659: (x,y)=(5.97174,11.8696)
660: (x,y)=(4.35371,13.0452)
661: (x,y)=(2.5127,12.2637)
662: (x,y)=(1.02641,13.602)
663: (x,y)=(-0.954125,13.8803)
664: (x,y)=(0.900243,13.1311)
665: (x,y)=(1.61698,11.264)
666: (x,y)=(-0.37541,11.4383)
667: (x,y)=(-1.22065,9.62565)
668: (x,y)=(-1.32532,11.6229)
669: (x,y)=(0.250703,10.3916)
670: (x,y)=(1.48203,8.81557)
671: (x,y)=(3.15937,7.72629)
672: (x,y)=(1.21063,7.27639)
673: (x,y)=(1.69447,9.21698)
674: (x,y)=(-0.228053,9.76825)
675: (x,y)=(-1.64227,8.35404)
676: (x,y)=(-2.61189,6.6048)
677: (x,y)=(-4.4529,7.38626)
678: (x,y)=(-5.98498,8.67184)
679: (x,y)=(-5.53508,10.6206)
680: (x,y)=(-3.63297,11.2386)
681: (x,y)=(-4.54095,13.0206)
682: (x,y)=(-6.30685,13.9596)
683: (x,y)=(-4.77476,15.2451)
684: (x,y)=(-6.77354,15.3149)
685: (x,y)=(-8.65292,14.6309)
686: (x,y)=(-9.99118,16.1172)
687: (x,y)=(-10.9301,14.3513)
688: (x,y)=(-9.18089,13.3817)
689: (x,y)=(-8.52975,11.4906)
690: (x,y)=(-9.64814,13.1487)
691: (x,y)=(-10.098,15.0975)
692: (x,y)=(-12.0932,14.9579)
693: (x,y)=(-10.0932,14.9579)
694: (x,y)=(-10.0583,12.9582)
695: (x,y)=(-11.2054,14.5965)
696: (x,y)=(-10.0583,16.2349)
697: (x,y)=(-8.07317,15.9911)
698: (x,y)=(-6.17106,16.6091)
699: (x,y)=(-8.14067,16.2619)
700: (x,y)=(-7.79338,14.2922)
701: (x,y)=(-8.51011,16.1594)
702: (x,y)=(-8.78846,18.1399)
703: (x,y)=(-10.4065,19.3155)
704: (x,y)=(-11.0576,21.2065)
705: (x,y)=(-9.71937,22.6928)
706: (x,y)=(-10.8378,24.3509)
707: (x,y)=(-10.6287,26.34)
708: (x,y)=(-9.34312,27.872)
709: (x,y)=(-8.3735,26.1228)
710: (x,y)=(-6.54641,25.3093)
